 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Fwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
50953,57030,3,2,448,6,448,0,149.3333333,258.6529206,6,0,3.0,4.242640687,7960.722427,87.67315448,14257.5,27921.3626,56139,188,57030,28515.0,39332.1076,56327,703,56344,56344.0,0.0,56344,56344,0,0,96,52,52.60389269,35.06926179,0,448,75.66666667,182.4211245,33277.46667,0,0,0,0,1,0,0,0,0,90.8,149.3333333,3.0,96,3,448,2,6,341,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,174,2,2,86,142,43,43,43.0,0.0,71,71,71.0,0.0,1310344.828,22988.50575,58.0,95.26279442,168,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,64,64,11494.25287,11494.25287,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43.0,71.0,64,2,86,2,142,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,99991843,6,7,375,11595,357,0,62.5,144.3048856,5792,0,1656.428571,2120.732252,119.7097647,0.130010605,8332653.583,28800000.0,99900000,9,99900000,20000000.0,44700000.0,99900000,9,100000000,16700000.0,40800000.0,99900000,9,0,0,164,232,0.060004895,0.07000571,0,5792,855.4285714,1665.816996,2774946.264,1,0,0,0,0,0,0,0,1,921.2307692,62.5,1656.428571,164,6,375,7,11595,0,235,3,20,13000.0,0.0,13000,13000,99900000.0,0.0,99900000,99900000,1
80,98735519,6,5,367,11595,349,0,61.16666667,141.0395925,11595,0,2319.0,5185.44164,121.1519433,0.111408742,9873551.9,31200000.0,98700000,1,98700000,19700000.0,44100000.0,98700000,2,98700000,24700000.0,49400000.0,98700000,5,0,0,164,168,0.060768405,0.050640337,0,11595,997.3333333,3338.887739,11100000.0,1,0,0,0,0,0,0,0,0,1088.0,61.16666667,2319.0,164,6,367,5,11595,0,235,3,20,15004.0,0.0,15004,15004,98700000.0,0.0,98700000,98700000,1
80,35704,3,6,370,11595,370,0,123.3333333,213.6195996,8688,0,1932.5,3384.303045,335116.5136,252.0725969,4463.0,8806.428042,24193,5,11012,5506.0,7779.588807,11007,5,35504,7100.8,10620.44193,24193,48,0,0,104,200,84.02419897,168.0483979,0,8688,1196.5,2697.646104,7277294.5,0,0,0,1,0,0,0,0,2,1329.444444,123.3333333,1932.5,104,3,370,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,86045146,6,6,353,11595,353,0,58.83333333,144.1116465,5792,0,1932.5,2181.008184,138.8573389,0.139461673,7822286.0,25900000.0,85900000,2,85900000,17200000.0,38400000.0,85900000,2,190487,38097.4,71387.58935,164214,44,0,0,200,200,0.069730836,0.069730836,0,5792,919.0769231,1715.973944,2944566.577,0,0,0,0,1,0,0,0,1,995.6666667,58.83333333,1932.5,200,6,353,6,11595,251,235,1,32,993.0,0.0,993,993,85900000.0,0.0,85900000,85900000,1
53,77785,2,2,96,156,48,48,48.0,0.0,78,78,78.0,0.0,3239.699171,51.42379636,25928.33333,44903.99454,77779,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,80,80,25.71189818,25.71189818,48,78,60.0,16.43167673,270.0,0,0,0,0,0,0,0,0,1,75.0,48.0,78.0,80,2,96,2,156,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
80,2,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,64,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2381,189,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,42328.04233,10582.01058,189.0,0.0,189,189,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,5291.005291,5291.005291,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
52829,50,3,0,83,0,46,6,27.66666667,20.20725942,0,0,0.0,0.0,1660000.0,60000.0,25.0,32.52691193,48,2,50,25.0,32.52691193,48,2,0,0.0,0.0,0,0,1,0,60,0,60000.0,0.0,6,46,32.25,18.87458609,356.25,0,1,0,0,1,0,0,0,0,43.0,27.66666667,0.0,60,3,83,0,0,127,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
2800,16,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,375000.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,62500.0,62500.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
80,1003,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4985.044865,250.75,498.8348925,999,0,1003,250.75,498.8348925,999,0,0,0.0,0.0,0,0,0,0,160,0,4985.044865,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,160,5,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
123,16831,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5703.760917,118.8283524,16831.0,0.0,16831,16831,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,59.41417622,59.41417622,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,84944299,8,7,306,11595,306,0,38.25,108.1873375,4344,0,1656.428571,1757.579003,140.1035754,0.176586306,6067449.929,22700000.0,84800000,0,84800000,12100000.0,32100000.0,84800000,0,140621,23436.83333,50179.83173,125143,48,0,0,264,232,0.094179363,0.082406943,0,4344,743.8125,1390.019579,1932154.429,0,0,0,0,1,0,0,0,0,793.4,38.25,1656.428571,264,8,306,7,11595,251,235,1,32,3.0,0.0,3,3,84800000.0,0.0,84800000,84800000,1
